Date,Open,High,Low,Close,Volume
2024-09-16,524.5400,534.1000,517.4000,533.2800,9527646
2024-09-17,537.6000,542.1000,530.5700,536.3150,11690779
2024-09-18,537.0650,544.2000,533.9026,537.9500,10323537
2024-09-19,550.0000,562.0700,546.5200,559.1000,15646951
2024-09-20,560.0000,564.5000,556.3001,561.3500,22066817
2024-09-23,569.5000,573.9799,562.4100,564.4100,12830669
2024-09-24,566.6800,567.7450,554.1900,563.3300,12992956
2024-09-25,564.0500,576.8800,563.7200,568.3100,16543350
2024-09-26,575.7300,577.4000,562.3501,567.8400,14400787
2024-09-27,570.1000,570.8399,564.5100,567.3600,9398367
2024-09-30,567.7000,574.6800,564.8000,572.4400,12807206
2024-10-01,577.9800,583.0400,570.1000,576.4700,15259274
2024-10-02,574.8600,576.0000,569.3400,572.8100,6524650
2024-10-03,570.1500,583.3600,568.7300,582.7700,11580980
2024-10-04,583.7300,596.8500,581.4300,595.9400,14199788
2024-10-07,598.2200,602.9500,584.0400,584.7800,12014198
2024-10-08,589.6900,593.5600,585.9700,592.8900,7857377
2024-10-09,593.9900,594.3900,581.6100,590.5100,9529707
2024-10-10,587.5700,590.2300,582.5200,583.8300,7740449
2024-10-11,584.8300,591.2100,582.7100,589.9500,8587051
2024-10-14,594.2200,600.1000,589.9600,590.4200,8251971
2024-10-15,590.1600,590.6100,580.1430,586.2700,9564236
2024-10-16,581.3950,582.0800,574.0300,576.7900,11268384
2024-10-17,583.3300,584.9700,575.2000,576.9300,8701158
2024-10-18,581.1000,583.9675,575.2500,576.4700,7694274
2024-10-21,576.0300,577.2399,569.1100,575.1600,8171879
2024-10-22,574.2900,583.5300,572.1200,582.0100,8544463
2024-10-23,579.9700,585.0000,562.5000,563.6900,14248419
2024-10-24,567.1250,568.8799,561.5200,567.7800,7184651
2024-10-25,573.9350,581.2900,571.7200,573.2500,11337874
2024-10-28,582.0000,583.7499,574.1200,578.1600,10925131
2024-10-29,580.1450,593.6700,575.3980,593.2800,13019092
2024-10-30,600.9800,601.2000,589.3800,591.8000,26864925
2024-10-31,585.0000,589.9000,563.0100,567.5800,26838395
2024-11-01,567.6050,573.6700,562.5600,567.1600,15303235
2024-11-04,564.1000,568.6900,557.8900,560.6800,12064601
2024-11-05,567.3050,573.4800,566.6700,572.4300,9775379
2024-11-06,562.7500,573.0000,555.1679,572.0500,18305429
2024-11-07,576.8900,594.7999,575.2100,591.7000,14653708
2024-11-08,591.5400,593.1000,584.5200,589.3400,9415699
2024-11-11,586.3600,587.0000,576.5100,583.1700,10209051
2024-11-12,588.5450,599.6600,580.3800,584.8200,16287724
2024-11-13,582.6050,585.6400,575.1700,580.0000,10757583
2024-11-14,577.0000,580.7600,573.0100,577.1600,11053743
2024-11-15,571.2200,572.5700,551.5000,554.0800,17712864
