Date,Open,High,Low,Close,Volume
2024-09-17,118.1700,118.8000,114.8300,115.5900,231925876
2024-09-18,115.8900,117.7000,113.2200,113.3700,310318937
2024-09-19,117.3500,119.6600,117.2500,117.8700,293506438
2024-09-20,117.0600,118.6181,115.3901,116.0000,382462428
2024-09-23,116.5500,116.9900,114.8600,116.2600,206228490
2024-09-24,116.5150,121.8000,115.3800,120.8700,354966772
2024-09-25,122.0200,124.9400,121.6100,123.5100,284692948
2024-09-26,126.8000,127.6650,121.8000,124.0400,302582868
2024-09-27,123.9700,124.0300,119.2600,121.4000,271009175
2024-09-30,118.3100,121.5000,118.1500,121.4400,227053651
2024-10-01,121.7650,122.4351,115.7900,117.0000,302094485
2024-10-02,116.4400,119.3800,115.1400,118.8500,221845887
2024-10-03,120.9200,124.3600,120.3401,122.8500,277117973
2024-10-04,124.9400,125.0400,121.8300,124.9200,244465552
2024-10-07,124.9900,130.6400,124.9500,127.7200,346250233
2024-10-08,130.2600,133.4800,129.4200,132.8900,285722485
2024-10-09,134.1100,134.5200,131.3800,132.6500,246191612
2024-10-10,131.9100,135.0000,131.0000,134.8100,242311337
2024-10-11,134.0100,135.7800,133.6600,134.8000,170209474
2024-10-14,136.4700,139.6000,136.3000,138.0700,232347668
2024-10-15,137.8700,138.5700,128.7400,131.6000,377831021
2024-10-16,133.9800,136.6200,131.5800,135.7200,264879720
2024-10-17,139.3400,140.8900,136.8700,136.9300,306435921
2024-10-18,138.6650,138.9000,137.2800,138.0000,176090184
2024-10-21,138.1300,143.7100,138.0000,143.7100,264554514
2024-10-22,142.9100,144.4200,141.7800,143.5900,226311589
2024-10-23,142.0300,142.4300,137.4600,139.5600,285930038
2024-10-24,140.8200,141.3500,138.4600,140.4100,172354888
2024-10-25,140.9300,144.1300,140.8000,141.5400,205122109
2024-10-28,143.0000,143.1400,140.0500,140.5200,173586745
2024-10-29,140.2850,142.2598,138.9000,141.2500,157593634
2024-10-30,139.5400,140.3300,136.8100,139.3350,179418082
2024-10-31,137.6000,137.6100,132.1106,132.7600,270039641
2024-11-01,134.7000,137.3100,134.5700,135.4000,207127838
2024-11-04,137.2100,138.9600,135.5700,136.0500,187528173
2024-11-05,137.4500,140.3701,137.3300,139.9100,160537373
2024-11-06,142.9600,146.4900,141.9600,145.6100,242043945
2024-11-07,146.3900,148.9300,146.1700,148.8800,207323303
2024-11-08,148.7700,149.7700,146.2600,147.6300,175665830
2024-11-11,148.6800,148.8500,143.5700,145.2600,182325620
2024-11-12,146.7800,149.6500,146.0100,148.2900,198634738
2024-11-13,149.0700,149.3300,145.9000,146.2700,191903267
2024-11-14,147.6400,149.0000,145.5500,146.7600,194463301
2024-11-15,144.8700,145.2400,140.0800,141.9800,250132869
